survey_Id;Country;D3_gender
BRA04996;Brasil;Cisgênero
BRA04997;Brasil;Masculino
BRA04998;Brasil;feminino
BRA04999;Brasil;Feminino
BRA05000;Brasil;Mulher
BRA05001;Brasil;Cis
BRA05002;Brasil;Mulher
BRA05003;Brasil;Homem
BRA05004;Brasil;Feminino
BRA05005;Brasil;Masculino
BRA05006;Brasil;Masculino
BRA05007;Brasil;Mulher cis
BRA05008;Brasil;Masculino
BRA05009;Brasil;Feminino
BRA05010;Brasil;Feminino
BRA05011;Brasil;Masculino
BRA05012;Brasil;Masculino
BRA05013;Brasil;Masculino
BRA05014;Brasil;Masculino
BRA05015;Brasil;Masculino
BRA05016;Brasil;Feminino
BRA05017;Brasil;Feminino
BRA05018;Brasil;Homem
BRA05019;Brasil;Masculino
BRA05020;Brasil;Masculino
BRA05021;Brasil;Masculino
BRA05022;Brasil;Masculino
BRA05023;Brasil;Masculino
BRA05024;Brasil;Masculino
BRA05025;Brasil;Homem
BRA05026;Brasil;Feminino
BRA05027;Brasil;Feminino
BRA05028;Brasil;Masculino
BRA05029;Brasil;Feminino
BRA05030;Brasil;Masculino
BRA05031;Brasil;Feminino
BRA05032;Brasil;Hetero
BRA05033;Brasil;Feminino
BRA05034;Brasil;Masculino
BRA05035;Brasil;Feminino
BRA05036;Brasil;Feminino
BRA05037;Brasil;feminino
BRA05038;Brasil;Não-binário
BRA05039;Brasil;Feminino
BRA05040;Brasil;Feminino
BRA05041;Brasil;Feminino
BRA05042;Brasil;Feminino
BRA05043;Brasil;FEMININO
BRA05044;Brasil;Masculino
BRA05045;Brasil;Masculino
BRA05046;Brasil;Homem
BRA05047;Brasil;feminino
BRA05048;Brasil;Feminino
BRA05049;Brasil;Masculino
BRA05050;Brasil;Feminino
BRA05051;Brasil;Feminino
BRA05052;Brasil;Feminino
BRA05053;Brasil;Feminino
BRA05054;Brasil;Feminino
BRA05055;Brasil;Feminino
BRA05056;Brasil;Masculino
BRA05057;Brasil;Feminino
BRA05058;Brasil;Heterossexual
BRA05059;Brasil;Masculino
BRA05060;Brasil;Masculino
BRA05061;Brasil;Masculino
BRA05062;Brasil;Feminino
BRA05063;Brasil;Feminino
BRA05064;Brasil;Feminino
BRA05065;Brasil;homem
BRA05066;Brasil;feminino
BRA05067;Brasil;Feminino
BRA05068;Brasil;Feminino
BRA05069;Brasil;femino
BRA05070;Brasil;Masculino
BRA05071;Brasil;Masculino
BRA05072;Brasil;Hetero
BRA05073;Brasil;Masculino
BRA05074;Brasil;Feminino
BRA05075;Brasil;Feminino
BRA05076;Brasil;Feminino
BRA05077;Brasil;feminino
BRA05078;Brasil;Masculino
BRA05079;Brasil;Masculino
BRA05080;Brasil;Homen
BRA05081;Brasil;Cisgênero
BRA05082;Brasil;Mulher
BRA05083;Brasil;Feminino
BRA05084;Brasil;Feminino
BRA05085;Brasil;Masculino
BRA05086;Brasil;Feminino
BRA05087;Brasil;Masculino
BRA05088;Brasil;Feminino
BRA05089;Brasil;Heterosexual
BRA05090;Brasil;Heterosexual
BRA05091;Brasil;Masculino
BRA05092;Brasil;Masculino
BRA05093;Brasil;Feminino
BRA05094;Brasil;Mulher Cis
BRA05095;Brasil;FEMININO
BRA05096;Brasil;Feminino
BRA05097;Brasil;Feminino
BRA05098;Brasil;Feminino
BRA05099;Brasil;Hétero
BRA05100;Brasil;Masculino
BRA05101;Brasil;feminino
BRA05102;Brasil;Masculino
BRA05103;Brasil;Masculino
BRA05104;Brasil;Feminino
BRA05105;Brasil;Heterossexual
BRA05106;Brasil;feminino
BRA05107;Brasil;Masculino
BRA05108;Brasil;Masculino
BRA05109;Brasil;Feminino
BRA05110;Brasil;feminino
BRA05111;Brasil;heterosexual
BRA05112;Brasil;Hétero
BRA05113;Brasil;Feminino
BRA05114;Brasil;Feminino
BRA05115;Brasil;feminino
BRA05116;Brasil;Feminino
BRA05117;Brasil;Feminino
BRA05118;Brasil;Masculino
BRA05119;Brasil;Masculino
BRA05120;Brasil;Masculino
BRA05121;Brasil;Feminino
BRA05122;Brasil;Feminino
BRA05123;Brasil;Feminino
BRA05124;Brasil;Masculino
BRA05125;Brasil;Masculino
BRA05126;Brasil;Hetero
BRA05127;Brasil;Masculino
BRA05128;Brasil;Hetero
BRA05129;Brasil;Feminino
BRA05130;Brasil;Masculino
BRA05131;Brasil;Mulher cis
BRA05132;Brasil;Masculino
BRA05133;Brasil;heterosexual
BRA05134;Brasil;masculino, heterosexual
BRA05135;Brasil;Hetero
BRA05136;Brasil;Masculino
BRA05137;Brasil;Homem
BRA05138;Brasil;Masculino
BRA05139;Brasil;Masculino
BRA05140;Brasil;Feminino
BRA05141;Brasil;Feminino
BRA05142;Brasil;Feminino
BRA05143;Brasil;Feminino
BRA05144;Brasil;Feminino
BRA05145;Brasil;Feminina
BRA05146;Brasil;Feminino
BRA05147;Brasil;Feminina
BRA05148;Brasil;Masculino
BRA05149;Brasil;Feminino
BRA05150;Brasil;Feminino
BRA05151;Brasil;Feminino
BRA05152;Brasil;Feminino
BRA05153;Brasil;Feminino
BRA05154;Brasil;Feminina
BRA05155;Brasil;Feminina
BRA05156;Brasil;Heterossexual
BRA05157;Brasil;Femenino
BRA05158;Brasil;Heterossexual
BRA05159;Brasil;feminino
BRA05160;Brasil;Feminino
BRA05161;Brasil;Feminino
BRA05162;Brasil;Feminino
BRA05163;Brasil;Feminino
BRA05164;Brasil;FEMININO
BRA05165;Brasil;Feminino
BRA05166;Brasil;Feminino
BRA05167;Brasil;feminino
BRA05168;Brasil;Masculino
BRA05169;Brasil;Masculino
BRA05170;Brasil;Masculino
BRA05171;Brasil;Masculino
BRA05172;Brasil;Masculino
BRA05173;Brasil;Masculino
BRA05174;Brasil;Masculino
BRA05175;Brasil;Masculino
BRA05176;Brasil;Masculino
BRA05177;Brasil;Masculino
BRA05178;Brasil;Masculino
BRA05179;Brasil;Masculino
BRA05180;Brasil;Masculino
BRA05181;Brasil;heterosexual
BRA05182;Brasil;Masculino
BRA05183;Brasil;Feminino
BRA05184;Brasil;Feminino
BRA05185;Brasil;Masculino
BRA05186;Brasil;Feminino
BRA05187;Brasil;Masculino
BRA05188;Brasil;Masculino
BRA05189;Brasil;Masculino
BRA05190;Brasil;Masculino
BRA05191;Brasil;Masculino
BRA05192;Brasil;Masculino, homem cisgênero
BRA05193;Brasil;hetero
BRA05194;Brasil;Masculino
BRA05195;Brasil;Masculino
BRA05196;Brasil;Feminino
BRA05197;Brasil;Heterossexual
BRA05198;Brasil;Feminino
BRA05199;Brasil;Masculino
BRA05200;Brasil;hétero
BRA05201;Brasil;Bicha loucq
BRA05202;Brasil;Masculino
BRA05203;Brasil;Masculino
BRA05204;Brasil;Masculino
BRA05205;Brasil;Héterossexual
BRA05206;Brasil;Masculino
BRA05207;Brasil;Masculino
BRA05208;Brasil;Homem
BRA05209;Brasil;Masculino
BRA05210;Brasil;Masculino
BRA05211;Brasil;feminino
BRA05212;Brasil;Masculino
BRA05213;Brasil;Feminino
BRA05214;Brasil;Feminino
BRA05215;Brasil;Feminino
BRA05216;Brasil;Feminino
BRA05217;Brasil;Feminino
BRA05218;Brasil;feminino
BRA05219;Brasil;Masculino
BRA05220;Brasil;Feminino
BRA05221;Brasil;Masculino
BRA05222;Brasil;Masculino
BRA05223;Brasil;feminino
BRA05224;Brasil;Feminino
BRA05225;Brasil;Feminino
BRA05226;Brasil;Masculino
BRA05227;Brasil;Masculino
BRA05228;Brasil;Masculino
BRA05229;Brasil;Feminino
BRA05230;Brasil;Feminino
BRA05231;Brasil;Feminino
BRA05232;Brasil;Feminino
BRA05233;Brasil;Feminino
BRA05234;Brasil;Heterossexual
BRA05235;Brasil;Masculino
BRA05236;Brasil;Masculino
BRA05237;Brasil;feminino
BRA05238;Brasil;Heterossexual
BRA05239;Brasil;Homem cis
BRA05240;Brasil;hetero
BRA05241;Brasil;Masculino
BRA05242;Brasil;Masculino
BRA05243;Brasil;Feminino
BRA05244;Brasil;Feminino
BRA05245;Brasil;Feminino
BRA05246;Brasil;hétero
BRA05247;Brasil;Feminino
BRA05248;Brasil;Masculino
BRA05249;Brasil;feminino
BRA05250;Brasil;feminino
BRA05251;Brasil;Masculino
BRA05252;Brasil;Masculino
BRA05253;Brasil;Masculino
BRA05254;Brasil;Masculino
BRA05255;Brasil;Homem
BRA05256;Brasil;Cisgênero
BRA05257;Brasil;Feminino
BRA05258;Brasil;Feminino
BRA05259;Brasil;feminino
BRA05260;Brasil;Femenina
BRA05261;Brasil;Feminino
BRA05262;Brasil;Masculino
BRA05263;Brasil;MACHO
BRA05264;Brasil;Feminino
BRA05265;Brasil;Feminino
BRA05266;Brasil;Masculino
BRA05267;Brasil;Masculino
BRA05268;Brasil;Masculino
BRA05269;Brasil;Masculino
BRA05270;Brasil;Feminino
BRA05271;Brasil;Feminino
BRA05272;Brasil;Heterossexual
BRA05273;Brasil;Masculino
BRA05274;Brasil;Masculino
BRA05275;Brasil;Feminino
BRA05276;Brasil;Feminino
BRA05277;Brasil;Homem
BRA05278;Brasil;Feminino
BRA05279;Brasil;Feminino
BRA05280;Brasil;feminino
BRA05281;Brasil;Homem
BRA05282;Brasil;Feminino
BRA05283;Brasil;mulher
BRA05284;Brasil;feminino
BRA05285;Brasil;Feminino
BRA05286;Brasil;Masculino
BRA05287;Brasil;Feminino
BRA05288;Brasil;Masculino
BRA05289;Brasil;Masculino
BRA05290;Brasil;Feminino
BRA05291;Brasil;Feminino
BRA05292;Brasil;Feminino
BRA05293;Brasil;Mulher
BRA05294;Brasil;Femininos
BRA05295;Brasil;Masculino
BRA05296;Brasil;Masculino
BRA05297;Brasil;Masculino
BRA05298;Brasil;feminino
BRA05299;Brasil;Masculino
BRA05300;Brasil;Feminino
BRA05301;Brasil;Masculino
BRA05302;Brasil;Masculino
BRA05303;Brasil;Masculino
BRA05304;Brasil;feminino
BRA05305;Brasil;Feminino
BRA05306;Brasil;mulher
BRA05307;Brasil;feminino
BRA05308;Brasil;Heterossexual
BRA05309;Brasil;Masculino
BRA05310;Brasil;Masculino
BRA05311;Brasil;Hétero
BRA05312;Brasil;Negro
BRA05313;Brasil;heterossexual
BRA05314;Brasil;Heterossexual
BRA05315;Brasil;cis
BRA05316;Brasil;Heterossexual
BRA05317;Brasil;Feminino
BRA05318;Brasil;Masculino
BRA05319;Brasil;Masculino
BRA05320;Brasil;Feminino
BRA05321;Brasil;Masculino
BRA05322;Brasil;Masculino
BRA05323;Brasil;Feminino
BRA05324;Brasil;Masculino
BRA05325;Brasil;Masculino
BRA05326;Brasil;Masculino
BRA05327;Brasil;Homem
BRA05328;Brasil;Masculino
BRA05329;Brasil;Masculino
BRA05330;Brasil;Masculino
BRA05331;Brasil;Feminino
BRA05332;Brasil;Hetero
BRA05333;Brasil;Feminino
BRA05334;Brasil;Masculino
BRA05335;Brasil;Masculino
BRA05336;Brasil;Masculino
BRA05337;Brasil;feminino
BRA05338;Brasil;Heterossexual
BRA05339;Brasil;Masculino
BRA05340;Brasil;Masculino
BRA05341;Brasil;Masculino
BRA05342;Brasil;Feminino
BRA05343;Brasil;Masculino
BRA05344;Brasil;Masculino
BRA05345;Brasil;masculina
BRA05346;Brasil;Masculino
BRA05347;Brasil;Masculino
BRA05348;Brasil;Masculino
BRA05349;Brasil;Masculino
BRA05350;Brasil;Masculino
BRA05351;Brasil;Masculino
BRA05352;Brasil;hetero
BRA05353;Brasil;Feminino
BRA05354;Brasil;Masculino
BRA05355;Brasil;Masculino
BRA05356;Brasil;Masculino
BRA05357;Brasil;Masculino
BRA05358;Brasil;Homem
BRA05359;Brasil;Masculino
BRA05360;Brasil;Masculino
BRA05361;Brasil;Masculino
BRA05362;Brasil;Masculino
BRA05363;Brasil;Masculino
BRA05364;Brasil;Masculino
BRA05365;Brasil;Homem (masculino)
BRA05366;Brasil;Masculino
BRA05367;Brasil;Masculino
BRA05368;Brasil;Masculino
BRA05369;Brasil;Masculino
BRA05370;Brasil;Masculino
BRA05371;Brasil;Masculino
BRA05372;Brasil;Masculino
BRA05373;Brasil;Masculino
BRA05374;Brasil;Masculino
BRA05375;Brasil;Hetero
BRA05376;Brasil;Heterossexual
BRA05377;Brasil;hetero
BRA05378;Brasil;Masc
BRA05379;Brasil;Masculino
BRA05380;Brasil;Feminino
BRA05381;Brasil;Feminino
BRA05382;Brasil;feminimo
BRA05383;Brasil;feminino
BRA05384;Brasil;Feminino
BRA05385;Brasil;Feminino
BRA05386;Brasil;Feminino
BRA05387;Brasil;feminino
BRA05388;Brasil;Cisgenero
BRA05389;Brasil;heterosexual
BRA05390;Brasil;Masculino
BRA05391;Brasil;Feminino
BRA05392;Brasil;Feminina
BRA05393;Brasil;Feminino
BRA05394;Brasil;feminino
BRA05395;Brasil;feminino
BRA05396;Brasil;Feminino
BRA05397;Brasil;Masculino
BRA05398;Brasil;Masculino
BRA05399;Brasil;Homem
BRA05400;Brasil;Masculino
BRA05401;Brasil;Feminino
BRA05402;Brasil;Masculino
BRA05403;Brasil;cisgenero
BRA05404;Brasil;Feminino
BRA05405;Brasil;Feminino
BRA05406;Brasil;Feminino
BRA05407;Brasil;Feminino
BRA05408;Brasil;Feminino
BRA05409;Brasil;Feminino
BRA05410;Brasil;Nenhum
BRA05411;Brasil;Masculino
BRA05412;Brasil;Feminino
BRA05413;Brasil;Feminino
BRA05414;Brasil;Mulher
BRA05415;Brasil;feminino
BRA05416;Brasil;Feminino
BRA05417;Brasil;Feminino
BRA05418;Brasil;Feminino
BRA05419;Brasil;Feminino
BRA05420;Brasil;Masculino
BRA05421;Brasil;Masculino
BRA05422;Brasil;Masculino
BRA05423;Brasil;Masculino
BRA05424;Brasil;feminino
BRA05425;Brasil;Cisgenero
BRA05426;Brasil;feminino
BRA05427;Brasil;Feminino
BRA05428;Brasil;Masculino
BRA05429;Brasil;Cisgenero
BRA05430;Brasil;Heterosexual
BRA05431;Brasil;Masculino
BRA05432;Brasil;feminino
BRA05433;Brasil;Feminino
BRA05434;Brasil;Masculino
BRA05435;Brasil;Masculino
BRA05436;Brasil;Femenino
BRA05437;Brasil;Homem
BRA05438;Brasil;feminino
BRA05439;Brasil;Feminino
BRA05440;Brasil;Feminina
BRA05441;Brasil;Feminino
BRA05442;Brasil;Feminino
BRA05443;Brasil;Feminino
BRA05444;Brasil;Feminino
BRA05445;Brasil;Feminino
BRA05446;Brasil;Feminino
BRA05447;Brasil;Homem
BRA05448;Brasil;Masculino
BRA05449;Brasil;Feminino
BRA05450;Brasil;feminino
BRA05451;Brasil;Feminino
BRA05452;Brasil;Femenino
BRA05453;Brasil;Feminino
BRA05454;Brasil;Homem
BRA05455;Brasil;Homem Cis.
BRA05456;Brasil;Feminino
BRA05457;Brasil;Feminino
BRA05458;Brasil;Feminina
BRA05459;Brasil;Hetero
BRA05460;Brasil;Feminino
BRA05461;Brasil;Masculino
BRA05462;Brasil;Hétero
BRA05463;Brasil;Masculino
BRA05464;Brasil;Masculino
BRA05465;Brasil;Masculino
BRA05466;Brasil;Masculino
BRA05467;Brasil;Masculino
BRA05468;Brasil;Masculino
BRA05469;Brasil;hetero
BRA05470;Brasil;Masculino
BRA05471;Brasil;Hétero
BRA05472;Brasil;Feminino
BRA05473;Brasil;Masculino
BRA05474;Brasil;Feminina
BRA05475;Brasil;Masculino
BRA05476;Brasil;Feminino
BRA05477;Brasil;Feminino
BRA05478;Brasil;Feminino
BRA05479;Brasil;Masculino
BRA05480;Brasil;Masculino
BRA05481;Brasil;feminino
BRA05482;Brasil;Masculino
BRA05483;Brasil;Masculino
BRA05484;Brasil;Feminino
BRA05485;Brasil;feminino
BRA05486;Brasil;Feminino
BRA05487;Brasil;Heterossexual
BRA05488;Brasil;Feminino
BRA05489;Brasil;Masculino
BRA05490;Brasil;Masculino
BRA05491;Brasil;Feminino
BRA05492;Brasil;Masculino
BRA05493;Brasil;Feminino
BRA05494;Brasil;Feminino
BRA05495;Brasil;Feminino
BRA05496;Brasil;Feminino
BRA05497;Brasil;Cisgenero
BRA05498;Brasil;Feminino
BRA05499;Brasil;feminino
BRA05500;Brasil;feminino
BRA05501;Brasil;feminino
BRA05502;Brasil;Feminino
BRA05503;Brasil;feminino
BRA05504;Brasil;Feminino
BRA05505;Brasil;Masculino
BRA05506;Brasil;Masculino
BRA05507;Brasil;Feminino
BRA05508;Brasil;Feminino
BRA05509;Brasil;Feminino
BRA05510;Brasil;Feminino
BRA05511;Brasil;Femenino
BRA05512;Brasil;Feminino
BRA05513;Brasil;feminino
BRA05514;Brasil;Feminino
BRA05515;Brasil;Feminino
BRA05516;Brasil;Feminino
BRA05517;Brasil;Feminino
BRA05518;Brasil;feminina
BRA05519;Brasil;Mulher cisgênero
BRA05520;Brasil;Cisgênero
BRA05521;Brasil;Masculino
BRA05522;Brasil;feminino
BRA05523;Brasil;Masculino
BRA05524;Brasil;Feminino
BRA05525;Brasil;Feminino
BRA05526;Brasil;Masculino
BRA05527;Brasil;Feminino
BRA05528;Brasil;Feminino
BRA05529;Brasil;feminino
BRA05530;Brasil;Masculino
BRA05531;Brasil;Feminino
BRA05532;Brasil;Feminino
BRA05533;Brasil;Feminino
BRA05534;Brasil;Feminina
BRA05535;Brasil;Feminino
BRA05536;Brasil;Feminino
BRA05537;Brasil;feminino
BRA05538;Brasil;Masculino
BRA05539;Brasil;Feminino
BRA05540;Brasil;Feminino
BRA05541;Brasil;Feminino
BRA05542;Brasil;Heterossexual
BRA05543;Brasil;hetero
BRA05544;Brasil;Feminino
BRA05545;Brasil;Masculino
BRA05546;Brasil;Feminino
BRA05547;Brasil;Feminino
BRA05548;Brasil;Masculino
BRA05549;Brasil;Masculino
BRA05550;Brasil;Masculino
BRA05551;Brasil;mulher
BRA05552;Brasil;Homem
BRA05553;Brasil;Feminino
BRA05554;Brasil;Feminino
BRA05555;Brasil;Feminino
BRA05556;Brasil;Feminino
BRA05557;Brasil;Feminino
BRA05558;Brasil;Feminino
BRA05559;Brasil;Feminino
BRA05560;Brasil;Feminino
BRA05561;Brasil;Feminino
BRA05562;Brasil;Feminina
BRA05563;Brasil;Heterossexual
BRA05564;Brasil;feminino
BRA05565;Brasil;Feminino
BRA05566;Brasil;feminino
BRA05567;Brasil;Cis
BRA05568;Brasil;Feminino
BRA05569;Brasil;Feminino
BRA05570;Brasil;Feminino
BRA05571;Brasil;Feminino
BRA05572;Brasil;Mulher Cis
BRA05573;Brasil;Feminina
BRA05574;Brasil;Feminino
BRA05575;Brasil;Feminino
BRA05576;Brasil;Masculino
BRA05577;Brasil;Feminino
BRA05578;Brasil;Feminino
BRA05579;Brasil;Feminino
BRA05580;Brasil;Feminino
BRA05581;Brasil;Femimino
BRA05582;Brasil;Feminino
BRA05583;Brasil;Feminino
BRA05584;Brasil;Feminino
BRA05585;Brasil;Feminino
BRA05586;Brasil;Feminino
BRA05587;Brasil;Feminino
BRA05588;Brasil;feminino
BRA05589;Brasil;Feminino
BRA05590;Brasil;Masculino
BRA05591;Brasil;Feminino
BRA05592;Brasil;Feminino
BRA05593;Brasil;homem cis
BRA05594;Brasil;Homem
BRA05595;Brasil;Feminino
BRA05596;Brasil;Feminino
BRA05597;Brasil;Feminino
BRA05598;Brasil;Feminino
BRA05599;Brasil;Feminino
BRA05600;Brasil;Feminino
BRA05601;Brasil;Feminino
BRA05602;Brasil;Feminino
BRA05603;Brasil;Masculino
BRA05604;Brasil;Feminino
BRA05605;Brasil;Feminino
BRA05606;Brasil;Feminina
BRA05607;Brasil;Feminino
BRA05608;Brasil;Feminino
BRA05609;Brasil;Feminino
BRA05610;Brasil;Homem
BRA05611;Brasil;Masculino
BRA05612;Brasil;Masculino
BRA05613;Brasil;Masculino
BRA05614;Brasil;Masculino
BRA05615;Brasil;Masculino
BRA05616;Brasil;Feminino
BRA05617;Brasil;femenino
BRA05618;Brasil;Masculino
BRA05619;Brasil;Masculino
BRA05620;Brasil;Masculino
BRA05621;Brasil;Masculino
BRA05622;Brasil;Hetero
BRA05623;Brasil;Masculino
BRA05624;Brasil;Feminino
BRA05625;Brasil;Heterossexual
BRA05626;Brasil;Feminino
BRA05627;Brasil;Masculino
BRA05628;Brasil;Feminino
BRA05629;Brasil;Masculino
BRA05630;Brasil;Masculino
BRA05631;Brasil;Heterosexual
BRA05632;Brasil;Masculino
BRA05633;Brasil;Feminino
BRA05634;Brasil;Masculino
BRA05635;Brasil;Masculino
BRA05636;Brasil;Masculino
BRA05637;Brasil;Masculino
BRA05638;Brasil;Masculino
BRA05639;Brasil;feminino
BRA05640;Brasil;Feminino
BRA05641;Brasil;Masculino
BRA05642;Brasil;Feminino
BRA05643;Brasil;Homem
BRA05644;Brasil;Masculino
BRA05645;Brasil;Masculino
BRA05646;Brasil;Masculino
BRA05647;Brasil;Masculino
BRA05648;Brasil;Masculino
BRA05649;Brasil;Masculino
BRA05650;Brasil;femenino
BRA05651;Brasil;Masculino
BRA05652;Brasil;HETEROSEXUAL
BRA05653;Brasil;Masculino
BRA05654;Brasil;Masculino
BRA05655;Brasil;Heterossexual
BRA05656;Brasil;homem
BRA05657;Brasil;feminino
BRA05658;Brasil;Feminino
BRA05659;Brasil;Feminino
BRA05660;Brasil;Masculino
BRA05661;Brasil;Feminino
BRA05662;Brasil;Mulher
BRA05663;Brasil;Masculino
BRA05664;Brasil;heterosexul
BRA05665;Brasil;Masculino
BRA05666;Brasil;Masculino
BRA05667;Brasil;Cisgenero
BRA05668;Brasil;feminino
BRA05669;Brasil;feminino
BRA05670;Brasil;feminino
BRA05671;Brasil;Feminino
BRA05672;Brasil;Feminino
BRA05673;Brasil;feminino
BRA05674;Brasil;femenino
BRA05675;Brasil;Feminino
BRA05676;Brasil;Feminina
BRA05677;Brasil;Hetero
BRA05678;Brasil;Feminino
BRA05679;Brasil;Mulher
BRA05680;Brasil;Feminino
BRA05681;Brasil;Masculino
BRA05682;Brasil;Feminino
BRA05683;Brasil;Feminino
BRA05684;Brasil;Feminino
BRA05685;Brasil;Feminino
BRA05686;Brasil;Feminino
BRA05687;Brasil;Feminino
BRA05688;Brasil;Masculino
BRA05689;Brasil;Masculino
BRA05690;Brasil;Masculino
BRA05691;Brasil;Hétero
BRA05692;Brasil;Feminino
BRA05693;Brasil;Masculino
BRA05694;Brasil;Masculino
BRA05695;Brasil;Masculino
BRA05696;Brasil;Heterossexual
BRA05697;Brasil;Masculino
BRA05698;Brasil;Feminino
BRA05699;Brasil;Masculino
BRA05700;Brasil;Masculino
BRA05701;Brasil;Masculino
BRA05702;Brasil;Masculino
BRA05703;Brasil;Masculino
BRA05704;Brasil;Masculino
BRA05705;Brasil;Masculino
BRA05706;Brasil;Masculino
BRA05707;Brasil;Masculino
BRA05708;Brasil;Masculino
BRA05709;Brasil;Femenino
BRA05710;Brasil;Mulher cis
BRA05711;Brasil;Feminino
BRA05712;Brasil;feminino
BRA05713;Brasil;Feminino
BRA05714;Brasil;FEMININO
BRA05715;Brasil;Feminino
BRA05716;Brasil;Feminino
BRA05717;Brasil;Mulher
BRA05718;Brasil;Feminino
BRA05719;Brasil;Masculino
BRA05720;Brasil;feminino
BRA05721;Brasil;Feminino
BRA05722;Brasil;Masculino
BRA05723;Brasil;Mulher cis
BRA05724;Brasil;Heterosexual
BRA05725;Brasil;Hetero
BRA05726;Brasil;Masculino
BRA05727;Brasil;Não Binare
BRA05728;Brasil;Masculino
BRA05729;Brasil;Masculino
BRA05730;Brasil;Masculino
BRA05731;Brasil;Masculino
BRA05732;Brasil;Feminino
BRA05733;Brasil;mulher
BRA05734;Brasil;Masculino
BRA05735;Brasil;Homem
BRA05736;Brasil;Masculino
BRA05737;Brasil;Masculino
BRA05738;Brasil;Masculino
BRA05739;Brasil;Homem
BRA05740;Brasil;Heterossexual
BRA05741;Brasil;Masculino
BRA05742;Brasil;Heterossexual
BRA05743;Brasil;Masculino
BRA05744;Brasil;Masculino
BRA05745;Brasil;Masculino
BRA05746;Brasil;FEMININO
BRA05747;Brasil;Masculino
BRA05748;Brasil;Masculino
BRA05749;Brasil;Feminino
BRA05750;Brasil;Hetero
BRA05751;Brasil;Homem cis
BRA05752;Brasil;Masculino
BRA05753;Brasil;Masculino
BRA05754;Brasil;Masculino
BRA05755;Brasil;Masculino
BRA05756;Brasil;Masculino
BRA05757;Brasil;Homem
BRA05758;Brasil;Masculino
BRA05759;Brasil;Masculino
BRA05760;Brasil;Masculino
BRA05761;Brasil;Masculino
BRA05762;Brasil;Masculino
BRA05763;Brasil;Masculino
BRA05764;Brasil;Masculino
BRA05765;Brasil;Masculino
BRA05766;Brasil;Feminino
BRA05767;Brasil;Masculino
BRA05768;Brasil;Masculino
BRA05769;Brasil;Masculino
BRA05770;Brasil;Feminino
BRA05771;Brasil;Masculino
BRA05772;Brasil;Masculino
BRA05773;Brasil;Feminino
BRA05774;Brasil;feminino
BRA05775;Brasil;Hétero
BRA05776;Brasil;feminino
BRA05777;Brasil;hetero
BRA05778;Brasil;Feminino
BRA05779;Brasil;Feminino
BRA05780;Brasil;Masculino
BRA05781;Brasil;Feminino
BRA05782;Brasil;Masculino
BRA05783;Brasil;Masculino
BRA05784;Brasil;Masculino
BRA05785;Brasil;Homem Cis
BRA05786;Brasil;Masculino
BRA05787;Brasil;Feminino
BRA05788;Brasil;Masculino
BRA05789;Brasil;Cisgênero
BRA05790;Brasil;Masculino
BRA05791;Brasil;Feminino
BRA05792;Brasil;feminino
BRA05793;Brasil;Masculino
BRA05794;Brasil;Hétero
BRA05795;Brasil;Masculino
BRA05796;Brasil;Masculino
BRA05797;Brasil;Feminina
BRA05798;Brasil;Masculino
BRA05799;Brasil;Homem
BRA05800;Brasil;feminino
BRA05801;Brasil;Masculino
BRA05802;Brasil;Feminino
BRA05803;Brasil;Masculino
BRA05804;Brasil;Feminino
BRA05805;Brasil;Masculino
BRA05806;Brasil;Masculino
BRA05807;Brasil;Feminino
BRA05808;Brasil;Feminino
BRA05809;Brasil;HEtero
BRA05810;Brasil;heterossexual
BRA05811;Brasil;Masculino
BRA05812;Brasil;Masculino
BRA05813;Brasil;Mulher cis
BRA05814;Brasil;Masculino
BRA05815;Brasil;Feminino
BRA05816;Brasil;Feminino
BRA05817;Brasil;Masculino
BRA05818;Brasil;Feminino
BRA05819;Brasil;Masc
BRA05820;Brasil;Cisgenero
BRA05821;Brasil;Masculino
BRA05822;Brasil;Masculino
BRA05823;Brasil;Masculino
BRA05824;Brasil;homi
BRA05825;Brasil;Mulher
BRA05826;Brasil;Masculino
BRA05827;Brasil;Feminino
BRA05828;Brasil;Masculino
BRA05829;Brasil;Masculino
BRA05830;Brasil;Feminina
BRA05831;Brasil;heterosexual
BRA05832;Brasil;Feminino
BRA05833;Brasil;feminino normal
BRA05834;Brasil;Masculino
BRA05835;Brasil;Masculino
BRA05836;Brasil;Masculino
BRA05837;Brasil;heteresexual
BRA05838;Brasil;Feminino
BRA05839;Brasil;Feminino
BRA05840;Brasil;Masculino
BRA05841;Brasil;Mulher
BRA05842;Brasil;Masculino
BRA05843;Brasil;hetero
BRA05844;Brasil;Masculino
BRA05845;Brasil;Feminino
BRA05846;Brasil;Feminino
BRA05847;Brasil;heterossexual
BRA05848;Brasil;FEMININO
BRA05849;Brasil;Hétero
BRA05850;Brasil;Feminino
BRA05851;Brasil;hetero
BRA05852;Brasil;Feminino
BRA05853;Brasil;Feminino
BRA05854;Brasil;Feminino
BRA05855;Brasil;Feminino
BRA05856;Brasil;Feminino
BRA05857;Brasil;Homem
BRA05858;Brasil;Masculino
BRA05859;Brasil;feminino
BRA05860;Brasil;macho
BRA05861;Brasil;Masculino
BRA05862;Brasil;Feminino
BRA05863;Brasil;Feminino
BRA05864;Brasil;Masculino
BRA05865;Brasil;Feminino
BRA05866;Brasil;Feminino
BRA05867;Brasil;Mulher
